Заголовок сюжета,URL сюжета,Позиция в сюжете,Заголовок материала,Оперативность,Источников в сюжете,URL материала,Длина заголовка сюжета,Длина заголовка материала,Оперативность Коэфф,Длина заголовка,Морда,Дайджест,Подробнее о событии,Источники,Нет в сюжете
Jerusalem Post: на ядерном объекте в Израиле произошел инцидент,https://dzen.ru/news/story/Jerusalem_Post_nayadernom_obekte_vIzraile_proizoshel_incident--27cb6f7cfa9216670bfbe99e97b96800?lang=ru&rubric=index&fan=1&stid=N_WC-KgIxNkNyr-MxbXa&t=1697050659&tt=true&persistent_id=2757799639&story=52ee47b4-eef0-5c5f-9316-61c04b7bae8a&issue_tld=ru,Нет в сюжете,,,50,,63,,,,0.0,0.0,0.0,0.0,0.07
